Case_ID,Customer_ID,Transaction_ID,Date_Raised,Payment_Method,Dispute_Type,Transaction_Amount,Merchant_Category,Transaction_Status,Customer_Claim,Evidence_Available,Risk_Level,Refund_Eligibility,Case_Status,SLA_Target_Days,Actual_Resolution_Days,SLA_Breached,Assigned_Team,Refund_Amount,Root_Cause,Customer_Sentiment
DSP-0299,CUST-6253,TXN-120337,2026-02-08,Card,Merchant Not Credited,24.29,Travel,Success,I paid successfully but the merchant has no confirmation.,Yes,Medium,Manual Review,Resolved,7,8,Yes,Merchant Support,18.22,Merchant Settlement Delay,Negative
DSP-0300,CUST-7084,TXN-586208,2026-01-09,Card,Unauthorised Transaction,62.36,Bills & Utilities,Success,I do not recognise this transaction and did not authorise it.,No,High,Manual Review,Open,10,15,Yes,Fraud Review,0,Customer Evidence Missing,Negative
DSP-0301,CUST-5078,TXN-503489,2026-04-24,Card,Chargeback Request,7.71,Food Delivery,Failed,The service was not provided and I want to raise a chargeback.,No,Medium,Manual Review,Open,10,3,No,Payment Operations,0,Customer Evidence Missing,Neutral
DSP-0302,CUST-5150,TXN-604605,2026-03-18,Card,APP Scam Claim,79.67,Food Delivery,Success,I believe I have been scammed through a bank transfer.,Yes,High,Manual Review,Resolved,10,15,Yes,Fraud Review,39.84,Fraud Indicator,Negative
DSP-0303,CUST-4982,TXN-109363,2026-01-11,Bank Transfer,Wrong Amount Debited,55.99,Transport,Success,The wrong amount was debited from my account. Please investigate.,No,Medium,Manual Review,Awaiting Evidence,5,4,No,Payment Operations,0,System Mapping Error,Neutral
DSP-0304,CUST-6824,TXN-775885,2026-02-09,Wallet,Unauthorised Transaction,19.86,Subscription,Pending,This payment was made without my permission.,No,High,Manual Review,Resolved,10,11,Yes,Fraud Review,14.89,Customer Evidence Missing,Negative
DSP-0305,CUST-3207,TXN-362874,2026-01-11,Bank Transfer,Refund Delay,15.06,Retail,Failed,The merchant said the refund was processed but I have not received it.,No,Medium,Manual Review,Awaiting Evidence,7,5,No,Refund Team,0,Merchant Settlement Delay,Neutral
DSP-0306,CUST-9702,TXN-262555,2026-04-26,Card,Duplicate Debit,55.93,Retail,Pending,There are two debits for one order. Please refund the duplicate amount.,Yes,Low,Eligible,Resolved,5,1,No,Refund Team,55.93,Duplicate Processing,Neutral
DSP-0307,CUST-2037,TXN-790266,2026-05-18,Wallet,Failed Payment,126.53,Retail,Failed,My payment of £126.53 failed but the money was debited.,Yes,Medium,Eligible,Resolved,5,5,No,Payment Operations,126.53,System Mapping Error,Neutral
DSP-0308,CUST-3926,TXN-132792,2026-02-21,Card,Failed Payment,29.42,Subscription,Failed,My payment of £29.42 failed but the money was debited.,Yes,Medium,Eligible,Resolved,5,7,Yes,Payment Operations,29.42,Bank Reversal Delay,Negative
DSP-0309,CUST-1214,TXN-318877,2026-05-06,Open Banking,Unauthorised Transaction,35.55,Travel,Failed,I do not recognise this transaction and did not authorise it.,No,High,Manual Review,Resolved,10,16,Yes,Fraud Review,0,Customer Evidence Missing,Negative
DSP-0310,CUST-5979,TXN-181721,2026-02-25,Open Banking,Failed Payment,81.54,Retail,Success,My payment of £81.54 failed but the money was debited.,Yes,Medium,Manual Review,Resolved,5,1,No,Payment Operations,81.54,System Mapping Error,Positive
DSP-0311,CUST-6864,TXN-807256,2026-04-28,Wallet,Refund Delay,46.86,E-commerce,Success,My refund of £46.86 is still pending after several days.,No,Medium,Manual Review,Resolved,7,14,Yes,Refund Team,0,Merchant Settlement Delay,Negative
DSP-0312,CUST-7755,TXN-901305,2026-04-21,Wallet,Duplicate Debit,17.6,Bills & Utilities,Failed,There are two debits for one order. Please refund the duplicate amount.,No,Medium,Manual Review,Resolved,5,6,Yes,Refund Team,0,Duplicate Processing,Negative
DSP-0313,CUST-7505,TXN-100205,2026-01-09,Open Banking,Merchant Not Credited,26.76,Retail,Success,The money left my account but the merchant says they did not receive it.,Yes,Medium,Manual Review,Resolved,7,10,Yes,Merchant Support,0,Gateway Timeout,Negative
DSP-0314,CUST-2544,TXN-139569,2026-04-28,Card,Failed Payment,25.44,Retail,Success,The transaction failed and I still cannot see my money returned.,Yes,Medium,Manual Review,Resolved,5,1,No,Payment Operations,0,System Mapping Error,Neutral
DSP-0315,CUST-8905,TXN-281301,2026-05-05,Wallet,Wrong Amount Debited,134.8,Subscription,Failed,I authorised a lower amount but a higher amount was taken.,Yes,Medium,Manual Review,Resolved,5,6,Yes,Payment Operations,101.1,Customer Input Error,Negative
DSP-0316,CUST-2974,TXN-907812,2026-02-28,Wallet,Unauthorised Transaction,49.59,Subscription,Success,This payment was made without my permission.,Yes,High,Manual Review,Resolved,10,11,Yes,Fraud Review,49.59,Fraud Indicator,Negative
DSP-0317,CUST-9269,TXN-194458,2026-02-26,Bank Transfer,Unauthorised Transaction,18.67,Bills & Utilities,Failed,This payment was made without my permission.,Yes,High,Manual Review,Resolved,10,10,No,Fraud Review,0,Customer Evidence Missing,Negative
DSP-0318,CUST-4245,TXN-611559,2026-04-12,Wallet,Failed Payment,76.7,Retail,Success,My payment of £76.70 failed but the money was debited.,Yes,Medium,Manual Review,Resolved,5,9,Yes,Payment Operations,0,Bank Reversal Delay,Negative
DSP-0319,CUST-2843,TXN-804378,2026-04-16,Bank Transfer,Refund Delay,21.25,Food Delivery,Failed,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Resolved,7,1,No,Refund Team,10.62,Merchant Settlement Delay,Neutral
DSP-0320,CUST-7124,TXN-263568,2026-01-22,Card,Failed Payment,14.43,Food Delivery,Success,My payment of £14.43 failed but the money was debited.,No,Medium,Manual Review,Resolved,5,2,No,Payment Operations,10.82,Gateway Timeout,Positive
DSP-0321,CUST-1301,TXN-494900,2026-05-30,Open Banking,Merchant Not Credited,27.68,Retail,Pending,The money left my account but the merchant says they did not receive it.,Yes,Medium,Manual Review,Resolved,7,1,No,Merchant Support,0,Merchant Settlement Delay,Positive
DSP-0322,CUST-1312,TXN-406703,2026-04-09,Card,Refund Delay,5.37,Subscription,Success,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Resolved,7,7,No,Refund Team,0,Merchant Settlement Delay,Neutral
DSP-0323,CUST-9673,TXN-419739,2026-03-27,Bank Transfer,Wrong Amount Debited,29.9,Subscription,Success,I authorised a lower amount but a higher amount was taken.,Yes,Medium,Manual Review,Open,5,10,Yes,Payment Operations,0,Customer Input Error,Negative
DSP-0324,CUST-4695,TXN-259077,2026-03-29,Open Banking,Merchant Not Credited,15.29,E-commerce,Failed,I paid successfully but the merchant has no confirmation.,Yes,Medium,Manual Review,Resolved,7,3,No,Merchant Support,0,Merchant Settlement Delay,Positive
DSP-0325,CUST-6395,TXN-570988,2026-05-19,Card,Merchant Not Credited,58.79,Retail,Pending,The money left my account but the merchant says they did not receive it.,Yes,Medium,Manual Review,Resolved,7,13,Yes,Merchant Support,0,Gateway Timeout,Negative
DSP-0326,CUST-3589,TXN-432918,2026-01-18,Bank Transfer,Chargeback Request,17.9,Retail,Failed,"The merchant refused refund, so I need a chargeback review.",No,Medium,Manual Review,In Review,10,5,No,Payment Operations,0,Customer Evidence Missing,Positive
DSP-0327,CUST-3489,TXN-916953,2026-02-18,Card,Failed Payment,108.45,Travel,Failed,The transaction failed and I still cannot see my money returned.,Yes,Medium,Eligible,Resolved,5,6,Yes,Payment Operations,108.45,System Mapping Error,Negative
DSP-0328,CUST-3196,TXN-626725,2026-05-01,Wallet,Refund Delay,111.02,Retail,Success,My refund of £111.02 is still pending after several days.,Yes,Medium,Manual Review,Resolved,7,10,Yes,Refund Team,83.27,Merchant Settlement Delay,Negative
DSP-0329,CUST-4646,TXN-878427,2026-02-21,Wallet,Failed Payment,115.54,Travel,Pending,The transaction failed and I still cannot see my money returned.,No,Medium,Manual Review,Resolved,5,8,Yes,Payment Operations,86.66,Bank Reversal Delay,Negative
DSP-0330,CUST-9784,TXN-650744,2026-01-10,Bank Transfer,Refund Delay,22.76,Subscription,Success,My refund of £22.76 is still pending after several days.,No,Medium,Manual Review,Resolved,7,9,Yes,Refund Team,17.07,Bank Reversal Delay,Negative
DSP-0331,CUST-8558,TXN-274573,2026-04-19,Card,APP Scam Claim,34.81,Food Delivery,Failed,I was tricked into sending money and need urgent help.,Yes,High,Manual Review,Resolved,10,15,Yes,Fraud Review,26.11,Manual Follow-up Delay,Negative
DSP-0332,CUST-3930,TXN-575718,2026-02-21,Open Banking,Failed Payment,19.49,E-commerce,Pending,My payment of £19.49 failed but the money was debited.,Yes,Medium,Manual Review,Resolved,5,4,No,Payment Operations,0,Gateway Timeout,Positive
DSP-0333,CUST-9582,TXN-841635,2026-04-09,Wallet,Chargeback Request,49.13,Subscription,Success,The service was not provided and I want to raise a chargeback.,No,Medium,Manual Review,Resolved,10,4,No,Payment Operations,0,Customer Evidence Missing,Neutral
DSP-0334,CUST-7874,TXN-423026,2026-03-21,Wallet,Chargeback Request,27.77,Retail,Pending,"The merchant refused refund, so I need a chargeback review.",Yes,Medium,Manual Review,Resolved,10,4,No,Payment Operations,20.83,Customer Evidence Missing,Neutral
DSP-0335,CUST-4897,TXN-327408,2026-05-31,Wallet,Refund Delay,32.7,Food Delivery,Success,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Resolved,7,2,No,Refund Team,16.35,Manual Follow-up Delay,Positive
DSP-0336,CUST-3381,TXN-995304,2026-01-09,Wallet,Unauthorised Transaction,13.09,Retail,Success,I do not recognise this transaction and did not authorise it.,Yes,High,Manual Review,Resolved,10,6,No,Fraud Review,0,Manual Follow-up Delay,Negative
DSP-0337,CUST-8460,TXN-885734,2026-05-29,Card,Failed Payment,72.11,Bills & Utilities,Pending,The transaction failed and I still cannot see my money returned.,No,Medium,Manual Review,Resolved,5,12,Yes,Payment Operations,0,System Mapping Error,Negative
DSP-0338,CUST-9635,TXN-533856,2026-05-15,Card,Duplicate Debit,9,E-commerce,Failed,There are two debits for one order. Please refund the duplicate amount.,Yes,Low,Eligible,Resolved,5,4,No,Refund Team,9,Duplicate Processing,Positive
DSP-0339,CUST-6185,TXN-372273,2026-05-15,Bank Transfer,Merchant Not Credited,203.3,Bills & Utilities,Failed,The money left my account but the merchant says they did not receive it.,Yes,Medium,Manual Review,Resolved,7,10,Yes,Merchant Support,101.65,Incorrect Merchant Reference,Negative
DSP-0340,CUST-2936,TXN-125151,2026-04-30,Bank Transfer,Failed Payment,140.02,Travel,Success,My payment of £140.02 failed but the money was debited.,No,Medium,Manual Review,Resolved,5,3,No,Payment Operations,105.02,Gateway Timeout,Positive
DSP-0341,CUST-6042,TXN-414870,2026-05-10,Bank Transfer,Unauthorised Transaction,17.38,Bills & Utilities,Failed,This payment was made without my permission.,No,High,Manual Review,Awaiting Evidence,10,11,Yes,Fraud Review,0,Fraud Indicator,Negative
DSP-0342,CUST-8774,TXN-935981,2026-01-10,Wallet,Refund Delay,225.51,Subscription,Pending,My refund of £225.51 is still pending after several days.,Yes,Medium,Manual Review,Open,7,4,No,Refund Team,0,Merchant Settlement Delay,Positive
DSP-0343,CUST-9779,TXN-119627,2026-02-23,Bank Transfer,Refund Delay,85.79,Bills & Utilities,Failed,My refund of £85.79 is still pending after several days.,No,Medium,Manual Review,Resolved,7,7,No,Refund Team,0,Manual Follow-up Delay,Positive
DSP-0344,CUST-1518,TXN-384685,2026-04-16,Card,APP Scam Claim,13.49,Travel,Success,I was tricked into sending money and need urgent help.,Yes,High,Manual Review,Resolved,10,9,No,Fraud Review,6.75,Fraud Indicator,Negative
DSP-0345,CUST-8270,TXN-630573,2026-01-07,Wallet,APP Scam Claim,18.83,Bills & Utilities,Failed,I was tricked into sending money and need urgent help.,No,High,Manual Review,Awaiting Evidence,10,14,Yes,Fraud Review,0,Customer Evidence Missing,Negative
DSP-0346,CUST-4361,TXN-859767,2026-01-10,Bank Transfer,Wrong Amount Debited,41.79,Food Delivery,Failed,The wrong amount was debited from my account. Please investigate.,Yes,Medium,Manual Review,Resolved,5,10,Yes,Payment Operations,0,System Mapping Error,Negative
DSP-0347,CUST-9529,TXN-903398,2026-03-21,Card,Unauthorised Transaction,52.26,Retail,Success,I do not recognise this transaction and did not authorise it.,Yes,High,Manual Review,Resolved,10,11,Yes,Fraud Review,26.13,Customer Evidence Missing,Negative
DSP-0348,CUST-9422,TXN-207348,2026-02-22,Bank Transfer,Merchant Not Credited,114.53,Retail,Success,The money left my account but the merchant says they did not receive it.,Yes,Medium,Manual Review,Resolved,7,3,No,Merchant Support,57.27,Incorrect Merchant Reference,Positive
DSP-0349,CUST-2735,TXN-502233,2026-01-14,Card,Refund Delay,74.39,Bills & Utilities,Failed,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Resolved,7,4,No,Refund Team,0,Bank Reversal Delay,Positive
DSP-0350,CUST-2522,TXN-952336,2026-04-30,Card,Duplicate Debit,99.67,Bills & Utilities,Success,There are two debits for one order. Please refund the duplicate amount.,No,Low,Eligible,Awaiting Evidence,5,1,No,Refund Team,0,Duplicate Processing,Positive
DSP-0351,CUST-7423,TXN-292259,2026-03-26,Wallet,APP Scam Claim,37.7,Bills & Utilities,Success,I was tricked into sending money and need urgent help.,Yes,High,Manual Review,Resolved,10,10,No,Fraud Review,28.28,Fraud Indicator,Negative
DSP-0352,CUST-6339,TXN-683165,2026-01-19,Wallet,Merchant Not Credited,31.61,Subscription,Success,I paid successfully but the merchant has no confirmation.,Yes,Medium,Manual Review,Resolved,7,10,Yes,Merchant Support,31.61,Incorrect Merchant Reference,Negative
DSP-0353,CUST-8132,TXN-694764,2026-03-29,Bank Transfer,Duplicate Debit,52.31,E-commerce,Failed,I was charged twice for the same payment of £52.31.,Yes,Low,Eligible,Resolved,5,1,No,Refund Team,52.31,Duplicate Processing,Positive
DSP-0354,CUST-6046,TXN-525505,2026-01-18,Bank Transfer,Wrong Amount Debited,88.27,Travel,Failed,The wrong amount was debited from my account. Please investigate.,Yes,Medium,Manual Review,Resolved,5,4,No,Payment Operations,88.27,System Mapping Error,Neutral
DSP-0355,CUST-3444,TXN-574978,2026-05-17,Card,Merchant Not Credited,36.71,Travel,Success,I paid successfully but the merchant has no confirmation.,No,Medium,Manual Review,Resolved,7,8,Yes,Merchant Support,0,Gateway Timeout,Negative
DSP-0356,CUST-2462,TXN-711033,2026-01-03,Bank Transfer,Merchant Not Credited,18.3,Food Delivery,Success,I paid successfully but the merchant has no confirmation.,Yes,Medium,Manual Review,Resolved,7,14,Yes,Merchant Support,0,Incorrect Merchant Reference,Negative
DSP-0357,CUST-7251,TXN-556329,2026-05-20,Card,Failed Payment,12.38,Transport,Pending,My payment of £12.38 failed but the money was debited.,No,Medium,Manual Review,Resolved,5,7,Yes,Payment Operations,12.38,Gateway Timeout,Negative
DSP-0358,CUST-3359,TXN-856379,2026-05-05,Wallet,Chargeback Request,21.85,Transport,Success,"The merchant refused refund, so I need a chargeback review.",Yes,Medium,Manual Review,Resolved,10,11,Yes,Payment Operations,10.93,Manual Follow-up Delay,Negative
DSP-0359,CUST-9346,TXN-544726,2026-05-22,Wallet,Refund Delay,20.18,Food Delivery,Failed,My refund of £20.18 is still pending after several days.,No,Medium,Manual Review,Awaiting Evidence,7,8,Yes,Refund Team,0,Bank Reversal Delay,Negative
DSP-0360,CUST-1548,TXN-139704,2026-05-26,Bank Transfer,Refund Delay,861.86,Food Delivery,Success,The merchant said the refund was processed but I have not received it.,No,High,Manual Review,Resolved,7,9,Yes,Refund Team,861.86,Merchant Settlement Delay,Negative
DSP-0361,CUST-5017,TXN-595401,2026-01-20,Wallet,Merchant Not Credited,54.6,Travel,Failed,The money left my account but the merchant says they did not receive it.,Yes,Medium,Manual Review,Resolved,7,4,No,Merchant Support,40.95,Incorrect Merchant Reference,Positive
DSP-0362,CUST-1578,TXN-828813,2026-03-19,Wallet,Merchant Not Credited,12.01,Retail,Failed,I paid successfully but the merchant has no confirmation.,No,Medium,Manual Review,Awaiting Evidence,7,7,No,Merchant Support,0,Incorrect Merchant Reference,Neutral
DSP-0363,CUST-8942,TXN-186518,2026-02-02,Bank Transfer,APP Scam Claim,27.84,Travel,Success,I believe I have been scammed through a bank transfer.,Yes,High,Manual Review,Resolved,10,12,Yes,Fraud Review,20.88,Manual Follow-up Delay,Negative
DSP-0364,CUST-3873,TXN-373943,2026-03-02,Bank Transfer,Unauthorised Transaction,90.31,Food Delivery,Pending,This payment was made without my permission.,Yes,High,Manual Review,In Review,10,12,Yes,Fraud Review,0,Fraud Indicator,Negative
DSP-0365,CUST-4898,TXN-792759,2026-04-23,Wallet,Failed Payment,82.84,Food Delivery,Failed,My payment of £82.84 failed but the money was debited.,No,Medium,Manual Review,Resolved,5,12,Yes,Payment Operations,82.84,Gateway Timeout,Negative
DSP-0366,CUST-7222,TXN-816712,2026-04-10,Bank Transfer,Failed Payment,125.24,E-commerce,Success,The transaction failed and I still cannot see my money returned.,Yes,Medium,Manual Review,Resolved,5,7,Yes,Payment Operations,93.93,Gateway Timeout,Negative
DSP-0367,CUST-5466,TXN-451238,2026-03-11,Card,Failed Payment,58.54,Transport,Failed,The transaction failed and I still cannot see my money returned.,Yes,Medium,Eligible,Resolved,5,4,No,Payment Operations,58.54,System Mapping Error,Neutral
DSP-0368,CUST-9972,TXN-111091,2026-01-03,Wallet,Failed Payment,36.56,Travel,Success,My payment of £36.56 failed but the money was debited.,Yes,Medium,Manual Review,Resolved,5,4,No,Payment Operations,0,System Mapping Error,Neutral
DSP-0369,CUST-2965,TXN-190582,2026-02-03,Card,Unauthorised Transaction,121.02,Retail,Pending,This payment was made without my permission.,Yes,High,Manual Review,Resolved,10,9,No,Fraud Review,90.77,Customer Evidence Missing,Negative
